ID_VENDA	Data_venda	ID_cliente	ID_PRODUTO	ID_VENDEDOR	Quantidade	Valor Unitário	Valor Total
985	08/05/2026	XXLTTN	DN20	USAGI	6	R$ 86,00	R$ 516,00
986	24/11/2026	IBRAKI	DN10	NABIKI	5	R$ 12,00	R$ 60,00
987	05/09/2026	DIO069	DN19	SOUN	7	R$ 26,00	R$ 182,00
988	04/11/2026	KIRA03	DN25	NABIKI	2	R$ 933,00	R$ 1.866,00
989	08/01/2026	DS-FESD	DN28	RYUK	2	R$ 223,00	R$ 446,00
990	31/08/2026	IBRAKI	DN15	RYUK	4	R$ 754,00	R$ 3.016,00
991	15/12/2026	DS-FESD	DN10	USAGI	8	R$ 12,00	R$ 96,00
992	30/07/2026	MNCT02	DN25	NABIKI	10	R$ 933,00	R$ 9.330,00
993	19/05/2026	SAKURA	DN33	SOUN	1	R$ 234,00	R$ 234,00
994	08/12/2026	DIO069	DN21	SOUN	10	R$ 70,00	R$ 700,00
995	13/05/2026	DS-SRA	DN28	USAGI	5	R$ 223,00	R$ 1.115,00
996	31/03/2026	DIO069	DN35	NABIKI	3	R$ 245,00	R$ 735,00
997	19/09/2026	MNCT02	DN09	NABIKI	3	R$ 2,00	R$ 6,00
998	25/12/2026	DS-MB	DN08	NARAKI	7	R$ 83,00	R$ 581,00
999	25/06/2026	NAOMIS	DN28	RYUK	8	R$ 223,00	R$ 1.784,00
1000	07/09/2026	DIO069	DN16	USAGI	4	R$ 24,00	R$ 96,00
1001	05/01/2026	KIRA02	DN27	ANNA	6	R$ 556,00	R$ 3.336,00
1002	04/11/2026	DBZ241	DN08	RYUK	7	R$ 83,00	R$ 581,00
1003	07/05/2026	TNSHHN	DN23	ANNA	6	R$ 145,00	R$ 870,00
1004	04/03/2026	UKYOKU	DN11	SOUN	8	R$ 178,00	R$ 1.424,00
1005	15/03/2026	SAKURA	DN02	NABIKI	1	R$ 29,00	R$ 29,00
1006	19/02/2026	SANGOU	DN10	ANNA	1	R$ 12,00	R$ 12,00
1007	30/12/2026	DBZ241	DN03	NABIKI	1	R$ 28,00	R$ 28,00
1008	18/01/2026	XXLTTN	DN06	RYUK	7	R$ 62,00	R$ 434,00
1009	14/06/2026	KIRA04	DN04	USAGI	7	R$ 28,00	R$ 196,00
1010	13/05/2026	SAKURA	DN26	NARAKI	2	R$ 122,00	R$ 244,00
1011	15/03/2026	UKYOKU	DN07	SOUN	3	R$ 23,00	R$ 69,00
1012	10/09/2026	DS-SC	DN01	SOUN	5	R$ 200,00	R$ 1.000,00
1013	07/12/2026	NAOMIS	DN21	ANNA	8	R$ 70,00	R$ 560,00
1014	12/01/2026	ARMTTN	DN34	USAGI	2	R$ 863,00	R$ 1.726,00
1015	25/06/2026	AOTMOD	DN15	SOUN	7	R$ 754,00	R$ 5.278,00
1016	22/12/2026	DIO069	DN20	NABIKI	7	R$ 86,00	R$ 602,00
1017	26/08/2026	DS-SRA	DN21	NABIKI	9	R$ 70,00	R$ 630,00
1018	17/03/2026	DS-SRA	DN27	ANNA	5	R$ 556,00	R$ 2.780,00
1019	13/07/2026	DIO069	DN18	NABIKI	9	R$ 13,00	R$ 117,00
1020	19/04/2026	EREH69	DN27	ANNA	1	R$ 556,00	R$ 556,00
1021	22/06/2026	UKYOKU	DN08	RYUK	2	R$ 83,00	R$ 166,00
1022	07/04/2026	ARMTTN	DN13	RYUK	5	R$ 834,00	R$ 4.170,00
1023	16/07/2026	DS-SRA	DN14	USAGI	5	R$ 64,00	R$ 320,00
1024	11/11/2026	AGOME1	DN11	ANNA	1	R$ 178,00	R$ 178,00
1025	23/04/2026	SANGOU	DN24	ANNA	2	R$ 136,00	R$ 272,00
1026	18/06/2026	DBZ241	DN32	NARAKI	4	R$ 22,00	R$ 88,00
1027	08/04/2026	DS-SC	DN23	SOUN	3	R$ 145,00	R$ 435,00
1028	28/05/2026	AGOME1	DN20	USAGI	3	R$ 86,00	R$ 258,00
1029	12/02/2026	UKYOKU	DN15	NABIKI	4	R$ 754,00	R$ 3.016,00
1030	26/05/2026	TNSHHN	DN32	NARAKI	10	R$ 22,00	R$ 220,00
1031	01/10/2026	WLLTTN	DN22	USAGI	3	R$ 26,00	R$ 78,00
1032	04/11/2026	WLLTTN	DN17	NABIKI	9	R$ 256,00	R$ 2.304,00
1033	17/09/2026	MNCT02	DN04	RYUK	3	R$ 28,00	R$ 84,00
1034	25/01/2026	DS-SRA	DN01	ANNA	8	R$ 200,00	R$ 1.600,00
1035	20/01/2026	DS-SC	DN18	USAGI	5	R$ 13,00	R$ 65,00
1036	05/10/2026	WLLTTN	DN35	RYUK	6	R$ 245,00	R$ 1.470,00
1037	17/06/2026	SAKURA	DN06	RYUK	6	R$ 62,00	R$ 372,00
1038	18/08/2026	SANGOU	DN27	RYUK	3	R$ 556,00	R$ 1.668,00
1039	08/06/2026	UKYOKU	DN03	USAGI	10	R$ 28,00	R$ 280,00
1040	06/09/2026	AOTMOD	DN10	NARAKI	7	R$ 12,00	R$ 84,00
1041	30/12/2026	MNCT02	DN32	NARAKI	6	R$ 22,00	R$ 132,00
1042	20/12/2026	IBRAKI	DN33	NARAKI	7	R$ 234,00	R$ 1.638,00
1043	11/04/2026	EREH69	DN26	RYUK	10	R$ 122,00	R$ 1.220,00
1044	16/11/2026	KIRA03	DN10	ANNA	7	R$ 12,00	R$ 84,00
1045	03/04/2026	NAOMIS	DN15	USAGI	4	R$ 754,00	R$ 3.016,00
1046	10/01/2026	AGOME1	DN21	USAGI	10	R$ 70,00	R$ 700,00
1047	18/12/2026	KIRA04	DN22	NABIKI	10	R$ 26,00	R$ 260,00
1048	04/11/2026	WLLTTN	DN09	SOUN	8	R$ 2,00	R$ 16,00
1049	11/01/2026	AGOME1	DN24	NABIKI	8	R$ 136,00	R$ 1.088,00
1050	18/12/2026	DS-SRA	DN22	RYUK	10	R$ 26,00	R$ 260,00
1051	26/09/2026	DBZ241	DN27	USAGI	10	R$ 556,00	R$ 5.560,00
1052	17/01/2026	DS-FESD	DN07	SOUN	10	R$ 23,00	R$ 230,00
1053	27/12/2026	SAKURA	DN16	SOUN	8	R$ 24,00	R$ 192,00
1054	19/01/2026	SANGOU	DN20	RYUK	5	R$ 86,00	R$ 430,00
1055	01/06/2026	WLLTTN	DN02	NARAKI	3	R$ 29,00	R$ 87,00
1056	14/07/2026	DS-SRA	DN13	SOUN	8	R$ 834,00	R$ 6.672,00
1057	15/08/2026	AGOME1	DN14	SOUN	3	R$ 64,00	R$ 192,00
1058	23/12/2026	UKYOKU	DN10	NABIKI	1	R$ 12,00	R$ 12,00
1059	28/12/2026	KIRA03	DN02	NARAKI	9	R$ 29,00	R$ 261,00
1060	14/02/2026	KIRA02	DN12	SOUN	3	R$ 129,00	R$ 387,00
1061	31/01/2026	KIRA02	DN22	USAGI	6	R$ 26,00	R$ 156,00
1062	26/04/2026	NAOMIS	DN17	SOUN	1	R$ 256,00	R$ 256,00
1063	01/10/2026	XXLTTN	DN12	RYUK	9	R$ 129,00	R$ 1.161,00
1064	28/04/2026	DS-FESD	DN32	NARAKI	2	R$ 22,00	R$ 44,00
1065	15/08/2026	SAKURA	DN23	NABIKI	5	R$ 145,00	R$ 725,00
1066	24/04/2026	AGOME1	DN18	NARAKI	4	R$ 13,00	R$ 52,00
1067	31/08/2026	SPDSTB	DN01	ANNA	6	R$ 200,00	R$ 1.200,00
1068	29/01/2026	IBRAKI	DN19	NABIKI	10	R$ 26,00	R$ 260,00
1069	10/01/2026	SAKURA	DN29	NABIKI	10	R$ 224,00	R$ 2.240,00
1070	15/12/2026	EREH69	DN02	NARAKI	7	R$ 29,00	R$ 203,00
1071	15/03/2026	WLLTTN	DN02	NARAKI	3	R$ 29,00	R$ 87,00
1072	04/08/2026	DS-MB	DN33	NABIKI	5	R$ 234,00	R$ 1.170,00
1073	10/04/2026	DS-FESD	DN02	RYUK	1	R$ 29,00	R$ 29,00
1074	06/02/2026	AOTMOD	DN04	RYUK	7	R$ 28,00	R$ 196,00
1075	09/09/2026	DS-MB	DN13	NARAKI	1	R$ 834,00	R$ 834,00
1076	28/12/2026	DS-SRA	DN34	RYUK	3	R$ 863,00	R$ 2.589,00
1077	21/08/2026	DS-FESD	DN14	NABIKI	2	R$ 64,00	R$ 128,00
1078	13/04/2026	SANGOU	DN30	NABIKI	1	R$ 122,00	R$ 122,00
1079	25/03/2026	NAOMIS	DN29	RYUK	6	R$ 224,00	R$ 1.344,00
1080	22/10/2026	DS-SRA	DN08	SOUN	6	R$ 83,00	R$ 498,00
1081	25/04/2026	XXLTTN	DN12	USAGI	4	R$ 129,00	R$ 516,00
1082	02/07/2026	DS-SRA	DN18	ANNA	6	R$ 13,00	R$ 78,00
1083	13/10/2026	SAKURA	DN17	NARAKI	9	R$ 256,00	R$ 2.304,00
1084	22/04/2026	EREH69	DN27	NABIKI	2	R$ 556,00	R$ 1.112,00
1085	21/06/2026	AOTMOD	DN16	ANNA	4	R$ 24,00	R$ 96,00
1086	22/05/2026	ARMTTN	DN29	NARAKI	4	R$ 224,00	R$ 896,00
1087	19/11/2026	UKYOKU	DN17	ANNA	8	R$ 256,00	R$ 2.048,00
1088	22/10/2026	KIRA03	DN03	RYUK	8	R$ 28,00	R$ 224,00
1089	27/08/2026	KIRA04	DN04	NABIKI	9	R$ 28,00	R$ 252,00
1090	27/03/2026	SPDSTB	DN07	RYUK	9	R$ 23,00	R$ 207,00
1091	29/05/2026	WLLTTN	DN25	NABIKI	7	R$ 933,00	R$ 6.531,00
1092	19/04/2026	DS-FESD	DN29	USAGI	9	R$ 224,00	R$ 2.016,00
1093	30/04/2026	EREH69	DN20	SOUN	9	R$ 86,00	R$ 774,00
1094	07/07/2026	IBRAKI	DN24	NARAKI	8	R$ 136,00	R$ 1.088,00
1095	14/04/2026	KIRA02	DN29	ANNA	9	R$ 224,00	R$ 2.016,00
1096	17/03/2026	DS-FESD	DN16	ANNA	6	R$ 24,00	R$ 144,00
1097	21/03/2026	EREH69	DN10	RYUK	2	R$ 12,00	R$ 24,00
1098	18/05/2026	KIRA04	DN19	NARAKI	4	R$ 26,00	R$ 104,00
1099	18/09/2026	KIRA03	DN03	NARAKI	10	R$ 28,00	R$ 280,00
1100	17/12/2026	KIRA02	DN23	USAGI	7	R$ 145,00	R$ 1.015,00
1101	14/10/2026	TNSHHN	DN16	NABIKI	8	R$ 24,00	R$ 192,00
1102	19/12/2026	XXLTTN	DN30	RYUK	1	R$ 122,00	R$ 122,00
1103	05/07/2026	DS-MB	DN34	SOUN	3	R$ 863,00	R$ 2.589,00
1104	03/05/2026	ARMTTN	DN19	RYUK	3	R$ 26,00	R$ 78,00
1105	20/02/2026	SAKURA	DN07	ANNA	10	R$ 23,00	R$ 230,00
1106	23/12/2026	NAOMIS	DN17	ANNA	10	R$ 256,00	R$ 2.560,00
1107	16/09/2026	MNCT02	DN21	RYUK	10	R$ 70,00	R$ 700,00
1108	11/10/2026	KIRA04	DN07	USAGI	2	R$ 23,00	R$ 46,00
1109	21/04/2026	WLLTTN	DN08	NARAKI	5	R$ 83,00	R$ 415,00
1110	29/08/2026	AOTMOD	DN11	NABIKI	9	R$ 178,00	R$ 1.602,00
1111	23/10/2026	SANGOU	DN07	NARAKI	9	R$ 23,00	R$ 207,00
1112	04/07/2026	DS-FESD	DN22	NABIKI	10	R$ 26,00	R$ 260,00
1113	18/04/2026	KIRA03	DN03	NARAKI	6	R$ 28,00	R$ 168,00
1114	08/12/2026	XXLTTN	DN29	USAGI	1	R$ 224,00	R$ 224,00
1115	02/02/2026	KIRA02	DN14	NABIKI	5	R$ 64,00	R$ 320,00
1116	24/07/2026	IBRAKI	DN14	USAGI	3	R$ 64,00	R$ 192,00
1117	23/10/2026	NAOMIS	DN13	ANNA	10	R$ 834,00	R$ 8.340,00
1118	12/04/2026	EREH69	DN22	NABIKI	6	R$ 26,00	R$ 156,00
1119	05/02/2026	ARMTTN	DN05	NARAKI	5	R$ 11,00	R$ 55,00
1120	05/10/2026	SPDSTB	DN12	ANNA	4	R$ 129,00	R$ 516,00
1121	09/11/2026	ARMTTN	DN24	NABIKI	2	R$ 136,00	R$ 272,00
1122	12/02/2026	ARMTTN	DN25	USAGI	8	R$ 933,00	R$ 7.464,00
1123	22/07/2026	AGOME1	DN24	SOUN	8	R$ 136,00	R$ 1.088,00
1124	11/08/2026	TNSHHN	DN30	NABIKI	6	R$ 122,00	R$ 732,00
1125	26/09/2026	DS-FESD	DN26	USAGI	6	R$ 122,00	R$ 732,00
1126	08/10/2026	UKYOKU	DN33	ANNA	4	R$ 234,00	R$ 936,00
1127	10/05/2026	UKYOKU	DN12	NABIKI	8	R$ 129,00	R$ 1.032,00
1128	10/03/2026	MNCT02	DN10	ANNA	1	R$ 12,00	R$ 12,00
1129	17/03/2026	DS-SC	DN06	RYUK	10	R$ 62,00	R$ 620,00
1130	22/12/2026	WLLTTN	DN04	SOUN	8	R$ 28,00	R$ 224,00
1131	09/10/2026	KIRA04	DN10	NARAKI	3	R$ 12,00	R$ 36,00
1132	29/11/2026	KIRA02	DN20	NARAKI	6	R$ 86,00	R$ 516,00
1133	16/12/2026	EREH69	DN15	RYUK	9	R$ 754,00	R$ 6.786,00
1134	26/04/2026	DS-SRA	DN19	SOUN	4	R$ 26,00	R$ 104,00
1135	19/01/2026	DS-MB	DN13	RYUK	1	R$ 834,00	R$ 834,00
1136	11/08/2026	SAKURA	DN02	USAGI	10	R$ 29,00	R$ 290,00
1137	14/10/2026	KIRA02	DN14	RYUK	7	R$ 64,00	R$ 448,00
1138	18/12/2026	EREH69	DN11	RYUK	2	R$ 178,00	R$ 356,00
1139	26/03/2026	DS-SRA	DN02	NABIKI	4	R$ 29,00	R$ 116,00
1140	23/05/2026	AOTMOD	DN14	NABIKI	5	R$ 64,00	R$ 320,00
1141	04/02/2026	ARMTTN	DN22	ANNA	8	R$ 26,00	R$ 208,00
1142	15/05/2026	MNCT02	DN10	RYUK	1	R$ 12,00	R$ 12,00
1143	09/05/2026	AGOME1	DN15	RYUK	9	R$ 754,00	R$ 6.786,00
1144	21/12/2026	SANGOU	DN32	NARAKI	3	R$ 22,00	R$ 66,00
1145	03/08/2026	AGOME1	DN33	NABIKI	7	R$ 234,00	R$ 1.638,00
1146	15/12/2026	AGOME1	DN24	USAGI	2	R$ 136,00	R$ 272,00
1147	02/05/2026	AOTMOD	DN06	SOUN	4	R$ 62,00	R$ 248,00
1148	16/04/2026	AOTMOD	DN19	USAGI	4	R$ 26,00	R$ 104,00
1149	10/02/2026	DIO069	DN26	NABIKI	2	R$ 122,00	R$ 244,00
1150	28/10/2026	AOTMOD	DN22	NARAKI	1	R$ 26,00	R$ 26,00
1151	02/09/2026	DS-FESD	DN25	ANNA	7	R$ 933,00	R$ 6.531,00
1152	05/09/2026	DS-SC	DN25	SOUN	4	R$ 933,00	R$ 3.732,00
1153	09/05/2026	AGOME1	DN02	RYUK	10	R$ 29,00	R$ 290,00
1154	19/09/2026	DS-SC	DN05	RYUK	6	R$ 11,00	R$ 66,00
1155	11/12/2026	DS-FESD	DN10	USAGI	1	R$ 12,00	R$ 12,00
1156	05/02/2026	DS-FESD	DN11	ANNA	10	R$ 178,00	R$ 1.780,00
1157	18/09/2026	KIRA02	DN28	NARAKI	8	R$ 223,00	R$ 1.784,00
1158	06/04/2026	KIRA03	DN20	USAGI	2	R$ 86,00	R$ 172,00
1159	03/04/2026	KIRA03	DN01	ANNA	5	R$ 200,00	R$ 1.000,00
1160	01/03/2026	TNSHHN	DN27	NABIKI	1	R$ 556,00	R$ 556,00
1161	02/06/2026	SPDSTB	DN19	NABIKI	5	R$ 26,00	R$ 130,00
1162	03/01/2026	NAOMIS	DN31	NARAKI	4	R$ 444,00	R$ 1.776,00
1163	21/10/2026	KIRA04	DN04	RYUK	10	R$ 28,00	R$ 280,00
1164	28/05/2026	EREH69	DN12	SOUN	6	R$ 129,00	R$ 774,00
1165	04/05/2026	AGOME1	DN02	NARAKI	7	R$ 29,00	R$ 203,00
1166	29/07/2026	AOTMOD	DN14	NARAKI	10	R$ 64,00	R$ 640,00
1167	21/11/2026	DIO069	DN22	SOUN	8	R$ 26,00	R$ 208,00
1168	05/09/2026	ARMTTN	DN11	ANNA	1	R$ 178,00	R$ 178,00
1169	31/05/2026	KIRA03	DN23	ANNA	9	R$ 145,00	R$ 1.305,00
1170	30/04/2026	UKYOKU	DN01	NABIKI	10	R$ 200,00	R$ 2.000,00
1171	07/04/2026	SAKURA	DN25	NARAKI	2	R$ 933,00	R$ 1.866,00
1172	05/01/2026	IBRAKI	DN17	ANNA	4	R$ 256,00	R$ 1.024,00
1173	22/09/2026	NAOMIS	DN25	NARAKI	2	R$ 933,00	R$ 1.866,00
1174	18/06/2026	NAOMIS	DN20	ANNA	10	R$ 86,00	R$ 860,00
1175	30/08/2026	IBRAKI	DN25	NARAKI	2	R$ 933,00	R$ 1.866,00
1176	02/01/2026	AGOME1	DN13	USAGI	2	R$ 834,00	R$ 1.668,00
1177	12/06/2026	KIRA02	DN25	ANNA	10	R$ 933,00	R$ 9.330,00
1178	22/04/2026	UKYOKU	DN11	ANNA	5	R$ 178,00	R$ 890,00
1179	25/09/2026	XXLTTN	DN21	RYUK	6	R$ 70,00	R$ 420,00
1180	11/07/2026	TNSHHN	DN20	RYUK	10	R$ 86,00	R$ 860,00
1181	08/02/2026	AGOME1	DN26	SOUN	7	R$ 122,00	R$ 854,00
1182	15/04/2026	UKYOKU	DN16	RYUK	1	R$ 24,00	R$ 24,00
1183	02/12/2026	AGOME1	DN02	NARAKI	2	R$ 29,00	R$ 58,00
1184	20/08/2026	SPDSTB	DN27	RYUK	5	R$ 556,00	R$ 2.780,00
1185	17/02/2026	SPDSTB	DN20	NABIKI	4	R$ 86,00	R$ 344,00
1186	28/02/2026	KIRA04	DN05	SOUN	6	R$ 11,00	R$ 66,00
1187	08/08/2026	SAKURA	DN26	USAGI	2	R$ 122,00	R$ 244,00
1188	27/02/2026	DS-MB	DN26	RYUK	1	R$ 122,00	R$ 122,00
1189	04/05/2026	KIRA02	DN27	NABIKI	1	R$ 556,00	R$ 556,00
1190	09/09/2026	SPDSTB	DN13	ANNA	10	R$ 834,00	R$ 8.340,00
1191	10/11/2026	DS-SC	DN23	NABIKI	2	R$ 145,00	R$ 290,00
1192	24/04/2026	DS-FESD	DN25	NABIKI	7	R$ 933,00	R$ 6.531,00
1193	07/04/2026	SPDSTB	DN02	USAGI	10	R$ 29,00	R$ 290,00
1194	22/11/2026	DS-MB	DN33	SOUN	10	R$ 234,00	R$ 2.340,00
1195	31/07/2026	NAOMIS	DN21	RYUK	10	R$ 70,00	R$ 700,00
1196	11/06/2026	DS-FESD	DN21	NABIKI	3	R$ 70,00	R$ 210,00
1197	25/06/2026	KIRA03	DN17	ANNA	3	R$ 256,00	R$ 768,00
1198	28/08/2026	EREH69	DN10	NARAKI	1	R$ 12,00	R$ 12,00
1199	12/12/2026	UKYOKU	DN22	ANNA	4	R$ 26,00	R$ 104,00
1200	04/09/2026	DS-SRA	DN23	SOUN	6	R$ 145,00	R$ 870,00
1201	20/02/2026	KIRA03	DN08	USAGI	8	R$ 83,00	R$ 664,00
1202	21/11/2026	AGOME1	DN01	SOUN	3	R$ 200,00	R$ 600,00
1203	14/09/2026	KIRA04	DN21	NARAKI	2	R$ 70,00	R$ 140,00
1204	14/03/2026	KIRA03	DN08	SOUN	7	R$ 83,00	R$ 581,00
1205	30/05/2026	IBRAKI	DN06	NARAKI	4	R$ 62,00	R$ 248,00
1206	29/01/2026	DBZ241	DN16	NARAKI	1	R$ 24,00	R$ 24,00
1207	31/10/2026	DBZ241	DN15	USAGI	3	R$ 754,00	R$ 2.262,00
1208	13/08/2026	AGOME1	DN07	RYUK	9	R$ 23,00	R$ 207,00
1209	13/06/2026	DIO069	DN21	NARAKI	5	R$ 70,00	R$ 350,00
1210	08/11/2026	AGOME1	DN18	RYUK	10	R$ 13,00	R$ 130,00
1211	07/11/2026	DS-MB	DN14	NABIKI	7	R$ 64,00	R$ 448,00
1212	20/08/2026	KIRA03	DN17	NABIKI	10	R$ 256,00	R$ 2.560,00
1213	01/12/2026	NAOMIS	DN15	SOUN	6	R$ 754,00	R$ 4.524,00
1214	17/02/2026	AOTMOD	DN27	NABIKI	9	R$ 556,00	R$ 5.004,00
1215	03/10/2026	IBRAKI	DN29	USAGI	2	R$ 224,00	R$ 448,00
1216	31/03/2026	IBRAKI	DN16	NABIKI	7	R$ 24,00	R$ 168,00
1217	26/07/2026	DS-SC	DN04	SOUN	2	R$ 28,00	R$ 56,00
1218	30/10/2026	DS-MB	DN33	NARAKI	7	R$ 234,00	R$ 1.638,00
1219	12/05/2026	SANGOU	DN34	USAGI	8	R$ 863,00	R$ 6.904,00
1220	07/05/2026	UKYOKU	DN20	SOUN	10	R$ 86,00	R$ 860,00
1221	25/03/2026	DS-FESD	DN24	ANNA	4	R$ 136,00	R$ 544,00
1222	15/07/2026	SANGOU	DN35	USAGI	3	R$ 245,00	R$ 735,00
1223	04/04/2026	DBZ241	DN12	NABIKI	2	R$ 129,00	R$ 258,00
1224	13/04/2026	SPDSTB	DN09	NARAKI	10	R$ 2,00	R$ 20,00
1225	24/01/2026	WLLTTN	DN24	RYUK	3	R$ 136,00	R$ 408,00
1226	11/12/2026	SPDSTB	DN22	ANNA	8	R$ 26,00	R$ 208,00
1227	02/01/2026	KIRA03	DN30	NABIKI	3	R$ 122,00	R$ 366,00
1228	20/04/2026	SPDSTB	DN18	ANNA	4	R$ 13,00	R$ 52,00
1229	12/01/2026	ARMTTN	DN17	USAGI	7	R$ 256,00	R$ 1.792,00
1230	10/12/2026	DS-FESD	DN20	NABIKI	2	R$ 86,00	R$ 172,00
1231	14/02/2026	SPDSTB	DN17	NARAKI	10	R$ 256,00	R$ 2.560,00
1232	12/06/2026	UKYOKU	DN05	SOUN	5	R$ 11,00	R$ 55,00
1233	01/12/2026	DS-SC	DN10	USAGI	4	R$ 12,00	R$ 48,00
1234	11/11/2026	DIO069	DN26	NARAKI	5	R$ 122,00	R$ 610,00
1235	21/12/2026	SPDSTB	DN35	NABIKI	5	R$ 245,00	R$ 1.225,00
1236	18/01/2026	KIRA04	DN15	NABIKI	10	R$ 754,00	R$ 7.540,00
1237	07/09/2026	SAKURA	DN24	USAGI	6	R$ 136,00	R$ 816,00
1238	12/11/2026	DS-FESD	DN14	NABIKI	2	R$ 64,00	R$ 128,00
1239	12/03/2026	IBRAKI	DN25	SOUN	5	R$ 933,00	R$ 4.665,00
1240	22/04/2026	ARMTTN	DN10	RYUK	8	R$ 12,00	R$ 96,00
1241	12/08/2026	MNCT02	DN08	RYUK	7	R$ 83,00	R$ 581,00
1242	27/02/2026	EREH69	DN06	NARAKI	4	R$ 62,00	R$ 248,00
1243	18/09/2026	DS-SC	DN32	NARAKI	4	R$ 22,00	R$ 88,00
1244	22/12/2026	DS-SC	DN28	ANNA	8	R$ 223,00	R$ 1.784,00
1245	27/05/2026	DS-MB	DN16	NARAKI	10	R$ 24,00	R$ 240,00
1246	06/11/2026	EREH69	DN19	SOUN	1	R$ 26,00	R$ 26,00
1247	18/05/2026	NAOMIS	DN28	NARAKI	5	R$ 223,00	R$ 1.115,00
1248	22/08/2026	KIRA04	DN16	SOUN	9	R$ 24,00	R$ 216,00
1249	25/10/2026	DBZ241	DN32	ANNA	5	R$ 22,00	R$ 110,00
1250	14/11/2026	AOTMOD	DN31	ANNA	8	R$ 444,00	R$ 3.552,00
1251	08/11/2026	DS-MB	DN33	NARAKI	10	R$ 234,00	R$ 2.340,00
1252	08/12/2026	WLLTTN	DN23	ANNA	3	R$ 145,00	R$ 435,00
1253	07/09/2026	IBRAKI	DN27	ANNA	8	R$ 556,00	R$ 4.448,00
1254	03/10/2026	IBRAKI	DN26	NABIKI	5	R$ 122,00	R$ 610,00
1255	12/10/2026	AOTMOD	DN32	RYUK	10	R$ 22,00	R$ 220,00
1256	02/03/2026	DIO069	DN11	RYUK	1	R$ 178,00	R$ 178,00
1257	06/12/2026	WLLTTN	DN03	NARAKI	2	R$ 28,00	R$ 56,00
1258	16/06/2026	AGOME1	DN35	SOUN	6	R$ 245,00	R$ 1.470,00
1259	09/12/2026	TNSHHN	DN21	NABIKI	2	R$ 70,00	R$ 140,00
1260	24/02/2026	AOTMOD	DN05	SOUN	2	R$ 11,00	R$ 22,00
1261	07/04/2026	SPDSTB	DN31	USAGI	7	R$ 444,00	R$ 3.108,00
1262	13/05/2026	SANGOU	DN32	SOUN	9	R$ 22,00	R$ 198,00
1263	02/05/2026	SAKURA	DN22	RYUK	8	R$ 26,00	R$ 208,00
1264	15/02/2026	DS-SC	DN28	NARAKI	10	R$ 223,00	R$ 2.230,00
1265	20/07/2026	DS-SRA	DN28	NABIKI	9	R$ 223,00	R$ 2.007,00
1266	30/07/2026	XXLTTN	DN32	NARAKI	9	R$ 22,00	R$ 198,00
1267	12/12/2026	EREH69	DN03	ANNA	10	R$ 28,00	R$ 280,00
1268	22/03/2026	IBRAKI	DN09	SOUN	9	R$ 2,00	R$ 18,00
1269	03/05/2026	DBZ241	DN25	USAGI	5	R$ 933,00	R$ 4.665,00
1270	13/02/2026	DS-SC	DN04	ANNA	3	R$ 28,00	R$ 84,00
1271	13/07/2026	UKYOKU	DN13	USAGI	7	R$ 834,00	R$ 5.838,00
1272	10/01/2026	UKYOKU	DN35	ANNA	4	R$ 245,00	R$ 980,00
1273	01/11/2026	DS-SRA	DN09	NABIKI	9	R$ 2,00	R$ 18,00
1274	10/12/2026	UKYOKU	DN01	NARAKI	3	R$ 200,00	R$ 600,00
1275	21/07/2026	WLLTTN	DN27	RYUK	6	R$ 556,00	R$ 3.336,00
1276	03/10/2026	IBRAKI	DN30	USAGI	5	R$ 122,00	R$ 610,00
1277	11/09/2026	DS-SRA	DN07	RYUK	3	R$ 23,00	R$ 69,00
1278	07/09/2026	TNSHHN	DN19	ANNA	8	R$ 26,00	R$ 208,00
1279	12/07/2026	DS-FESD	DN12	RYUK	2	R$ 129,00	R$ 258,00
1280	22/12/2026	DS-FESD	DN11	ANNA	2	R$ 178,00	R$ 356,00
1281	19/07/2026	DS-MB	DN17	NABIKI	3	R$ 256,00	R$ 768,00
1282	10/11/2026	AOTMOD	DN03	USAGI	10	R$ 28,00	R$ 280,00
1283	23/02/2026	DIO069	DN20	NARAKI	2	R$ 86,00	R$ 172,00
1284	05/09/2026	TNSHHN	DN29	RYUK	6	R$ 224,00	R$ 1.344,00
1285	14/10/2026	DS-MB	DN32	RYUK	10	R$ 22,00	R$ 220,00
1286	21/11/2026	DS-SRA	DN03	NABIKI	4	R$ 28,00	R$ 112,00
1287	12/08/2026	EREH69	DN27	ANNA	2	R$ 556,00	R$ 1.112,00
1288	30/11/2026	EREH69	DN02	RYUK	9	R$ 29,00	R$ 261,00
1289	11/10/2026	WLLTTN	DN21	NARAKI	7	R$ 70,00	R$ 490,00
1290	10/02/2026	EREH69	DN11	ANNA	10	R$ 178,00	R$ 1.780,00
1291	31/07/2026	IBRAKI	DN21	SOUN	4	R$ 70,00	R$ 280,00
1292	29/07/2026	UKYOKU	DN10	NARAKI	5	R$ 12,00	R$ 60,00
1293	02/07/2026	UKYOKU	DN20	NARAKI	6	R$ 86,00	R$ 516,00
1294	06/09/2026	EREH69	DN32	RYUK	9	R$ 22,00	R$ 198,00
1295	20/02/2026	KIRA03	DN23	USAGI	3	R$ 145,00	R$ 435,00
1296	22/06/2026	DS-SRA	DN08	SOUN	7	R$ 83,00	R$ 581,00
1297	16/03/2026	DS-SRA	DN16	RYUK	9	R$ 24,00	R$ 216,00
1298	27/06/2026	DS-MB	DN05	NABIKI	2	R$ 11,00	R$ 22,00
